# 
# shot 180920013
#
# BOZ VMEC ID boz_EIMpl252_phi_1.949_p0_40.00_ppeak_3.50_Itot_0.00_Ipeak_0.00_v20190220182950
# B00 2.4930099247973976 T
# a 0.520435666924 m
#
# database VMEC_ID w7x_ref_172
# B00 2.494651425562387 T
# a 0.515998123464 m
#
# av. time window: 2500-5000 ms
#
# Thomson data: LFS+HFS
# rho, reff [m], ne [1e19 m-3], Te [keV], CXRS Ti [keV]
0.000000000000000000e+00 0.000000000000000000e+00 5.099801540374755859e+00 4.411169052124023438e+00 1.669927597045898438e+00
2.197291135743624502e-02 1.143548677657705605e-02 5.088676929473876953e+00 4.381430149078369141e+00 1.667784094810485840e+00
4.394582271487249003e-02 2.287097355315411210e-02 5.068540096282958984e+00 4.324047565460205078e+00 1.662522792816162109e+00
6.591873407230873505e-02 3.430646032973116988e-02 5.044157505035400391e+00 4.248672962188720703e+00 1.654588460922241211e+00
8.789164542974498007e-02 4.574194710630822419e-02 5.017480373382568359e+00 4.159309864044189453e+00 1.644179821014404297e+00
1.098645567871812251e-01 5.717743388288527850e-02 4.989661216735839844e+00 4.058554172515869141e+00 1.631429195404052734e+00
1.318374681446174701e-01 6.861292065946233976e-02 4.961454868316650391e+00 3.948356628417968750e+00 1.616438508033752441e+00
1.538103795020537012e-01 8.004840743603938713e-02 4.933372020721435547e+00 3.830301284790039062e+00 1.599292993545532227e+00
1.757832908594899601e-01 9.148389421261644838e-02 4.905755996704101562e+00 3.705734014511108398e+00 1.580067873001098633e+00
1.977562022169262190e-01 1.029193809891935096e-01 4.878825664520263672e+00 3.575833797454833984e+00 1.558832049369812012e+00
2.197291135743624502e-01 1.143548677657705570e-01 4.852700233459472656e+00 3.441653966903686523e+00 1.535650372505187988e+00
2.417020249317986813e-01 1.257903545423476044e-01 4.827420234680175781e+00 3.304147243499755859e+00 1.510585546493530273e+00
2.636749362892349402e-01 1.372258413189246795e-01 4.802957057952880859e+00 3.164184093475341797e+00 1.483698248863220215e+00
2.856478476466711713e-01 1.486613280955017269e-01 4.779224395751953125e+00 3.022563934326171875e+00 1.455048322677612305e+00
3.076207590041074025e-01 1.600968148720787743e-01 4.756085872650146484e+00 2.880023479461669922e+00 1.424695253372192383e+00
3.295936703615436891e-01 1.715323016486558494e-01 4.733359336853027344e+00 2.737242937088012695e+00 1.392698526382446289e+00
3.515665817189799203e-01 1.829677884252328968e-01 4.710824012756347656e+00 2.594851016998291016e+00 1.359117388725280762e+00
3.735394930764161514e-01 1.944032752018099441e-01 4.688225269317626953e+00 2.453428030014038086e+00 1.324011445045471191e+00
3.955124044338524381e-01 2.058387619783870193e-01 4.665275096893310547e+00 2.313509225845336914e+00 1.287441015243530273e+00
4.174853157912886692e-01 2.172742487549640666e-01 4.641660690307617188e+00 2.175586462020874023e+00 1.249466300010681152e+00
4.394582271487249003e-01 2.287097355315411140e-01 4.617043495178222656e+00 2.040110588073730469e+00 1.210148334503173828e+00
4.614311385061611870e-01 2.401452223081181891e-01 4.591064929962158203e+00 1.907493472099304199e+00 1.169548511505126953e+00
4.834040498635973626e-01 2.515807090846952088e-01 4.563348770141601562e+00 1.778108716011047363e+00 1.127728819847106934e+00
5.053769612210335938e-01 2.630161958612722839e-01 4.533502578735351562e+00 1.652293562889099121e+00 1.084751605987548828e+00
5.273498725784698804e-01 2.744516826378493590e-01 4.501122474670410156e+00 1.530350208282470703e+00 1.040679454803466797e+00
5.493227839359060560e-01 2.858871694144263786e-01 4.465793609619140625e+00 1.412546396255493164e+00 9.955757260322570801e-01
5.712956952933423427e-01 2.973226561910034538e-01 4.427093982696533203e+00 1.299117565155029297e+00 9.495037198066711426e-01
5.932686066507786293e-01 3.087581429675805289e-01 4.384597301483154297e+00 1.190267205238342285e+00 9.025271534919738770e-01
6.152415180082148050e-01 3.201936297441575485e-01 4.337872982025146484e+00 1.086168527603149414e+00 8.547098040580749512e-01
6.372144293656510916e-01 3.316291165207346237e-01 4.286490440368652344e+00 9.869652986526489258e-01 8.061157464981079102e-01
6.591873407230873783e-01 3.430646032973116988e-01 4.230018615722656250e+00 8.927730917930603027e-01 7.568089962005615234e-01
6.811602520805235539e-01 3.545000900738887184e-01 4.168032169342041016e+00 8.036805987358093262e-01 7.068534493446350098e-01
7.031331634379598405e-01 3.659355768504657935e-01 4.100108623504638672e+00 7.197507619857788086e-01 6.563130021095275879e-01
7.251060747953960162e-01 3.773710636270428131e-01 4.025832653045654297e+00 6.410217881202697754e-01 6.052514314651489258e-01
7.470789861528323028e-01 3.888065504036198883e-01 3.944797754287719727e+00 5.675085783004760742e-01 5.537319779396057129e-01
7.690518975102687005e-01 4.002420371801970189e-01 3.856606721878051758e+00 4.992039501667022705e-01 5.018178820610046387e-01
7.910248088677048761e-01 4.116775239567740385e-01 3.760873556137084961e+00 4.360797703266143799e-01 4.495716989040374756e-01
8.129977202251410517e-01 4.231130107333510582e-01 3.657224893569946289e+00 3.780881762504577637e-01 3.970556259155273438e-01
8.349706315825773384e-01 4.345484975099281333e-01 3.545301437377929688e+00 3.251630365848541260e-01 3.443312942981719971e-01
