# 
# shot 180920017
#
# BOZ VMEC ID boz_EIMpl252_phi_1.949_p0_40.00_ppeak_3.00_Itot_0.00_Ipeak_0.00_v20190220182941
# B00 2.4930626776890294 T
# a 0.520560920645 m
#
# database VMEC_ID w7x_ref_172
# B00 2.4871740947512175 T
# a 0.515998123464 m
#
# av. time window: 2500-5000 ms
#
# Thomson data: LFS+HFS
# rho, reff [m], ne [1e19 m-3], Te [keV], CXRS Ti [keV]
0.000000000000000000e+00 0.000000000000000000e+00 7.121487617492675781e+00 3.055432081222534180e+00 1.510038375854492188e+00
2.197144364333586397e-02 1.143747493086876010e-02 7.084383010864257812e+00 3.026933908462524414e+00 1.508780598640441895e+00
4.394288728667172794e-02 2.287494986173752021e-02 7.027149677276611328e+00 2.975898504257202148e+00 1.504888534545898438e+00
6.591433093000759191e-02 3.431242479260628031e-02 6.961956501007080078e+00 2.911274909973144531e+00 1.498256564140319824e+00
8.788577457334345588e-02 4.574989972347504041e-02 6.892893314361572266e+00 2.836661100387573242e+00 1.488842368125915527e+00
1.098572182166793060e-01 5.718737465434379358e-02 6.822202205657958984e+00 2.754381179809570312e+00 1.476652860641479492e+00
1.318286618600151838e-01 6.862484958521256062e-02 6.751300811767578125e+00 2.666169881820678711e+00 1.461736559867858887e+00
1.538001055033510478e-01 8.006232451608132072e-02 6.681149482727050781e+00 2.573418617248535156e+00 1.444177389144897461e+00
1.757715491466869118e-01 9.149979944695008083e-02 6.612416744232177734e+00 2.477288007736206055e+00 1.424088835716247559e+00
1.977429927900227480e-01 1.029372743778188271e-01 6.545572757720947266e+00 2.378769636154174805e+00 1.401608228683471680e+00
2.197144364333586120e-01 1.143747493086875872e-01 6.480937957763671875e+00 2.278721809387207031e+00 1.376890897750854492e+00
2.416858800766944759e-01 1.258122242395563473e-01 6.418720722198486328e+00 2.177893400192260742e+00 1.350104689598083496e+00
2.636573237200303677e-01 1.372496991704251212e-01 6.359035968780517578e+00 2.076940298080444336e+00 1.321424007415771484e+00
2.856287673633661761e-01 1.486871741012938675e-01 6.301924228668212891e+00 1.976436018943786621e+00 1.291025757789611816e+00
3.076002110067020956e-01 1.601246490321626414e-01 6.247359752655029297e+00 1.876882672309875488e+00 1.259083986282348633e+00
3.295716546500379041e-01 1.715621239630313877e-01 6.195261001586914062e+00 1.778716683387756348e+00 1.225766539573669434e+00
3.515430982933738235e-01 1.829995988939001617e-01 6.145495891571044922e+00 1.682315945625305176e+00 1.191231608390808105e+00
3.735145419367096320e-01 1.944370738247689079e-01 6.097887039184570312e+00 1.588004469871520996e+00 1.155625343322753906e+00
3.954859855800454960e-01 2.058745487556376541e-01 6.052214622497558594e+00 1.496057391166687012e+00 1.119080424308776855e+00
4.174574292233813599e-01 2.173120236865064281e-01 6.008220195770263672e+00 1.406705021858215332e+00 1.081714868545532227e+00
4.394288728667172239e-01 2.287494986173751743e-01 5.965609073638916016e+00 1.320136785507202148e+00 1.043631672859191895e+00
4.614003165100530879e-01 2.401869735482439483e-01 5.924051284790039062e+00 1.236504793167114258e+00 1.004919886589050293e+00
4.833717601533889519e-01 2.516244484791126945e-01 5.883183002471923828e+00 1.155926823616027832e+00 9.656546711921691895e-01
5.053432037967248158e-01 2.630619234099814685e-01 5.842608928680419922e+00 1.078490376472473145e+00 9.258998632431030273e-01
5.273146474400607353e-01 2.744993983408502425e-01 5.801900386810302734e+00 1.004254460334777832e+00 8.857090473175048828e-01
5.492860910833965438e-01 2.859368732717189610e-01 5.760599136352539062e+00 9.332530498504638672e-01 8.451279997825622559e-01
5.712575347267323522e-01 2.973743482025877349e-01 5.718214035034179688e+00 8.654976487159729004e-01 8.041967749595642090e-01
5.932289783700682717e-01 3.088118231334565089e-01 5.674223899841308594e+00 8.009796142578125000e-01 7.629522085189819336e-01
6.152004220134041912e-01 3.202492980643252829e-01 5.628073692321777344e+00 7.396724820137023926e-01 7.214300632476806641e-01
6.371718656567399997e-01 3.316867729951940014e-01 5.579177856445312500e+00 6.815341114997863770e-01 6.796671748161315918e-01
6.591433093000758081e-01 3.431242479260627753e-01 5.526916027069091797e+00 6.265087723731994629e-01 6.377032399177551270e-01
6.811147529434117276e-01 3.545617228569315493e-01 5.470632553100585938e+00 5.745289921760559082e-01 5.955826044082641602e-01
7.030861965867476471e-01 3.659991977878003233e-01 5.409635066986083984e+00 5.255174040794372559e-01 5.533553957939147949e-01
7.250576402300834555e-01 3.774366727186690418e-01 5.343192577362060547e+00 4.793881177902221680e-01 5.110787749290466309e-01
7.470290838734192640e-01 3.888741476495378158e-01 5.270531177520751953e+00 4.360485672950744629e-01 4.688172936439514160e-01
7.690005275167551835e-01 4.003116225804065897e-01 5.190831184387207031e+00 3.954005539417266846e-01 4.266432523727416992e-01
7.909719711600909919e-01 4.117490975112753082e-01 5.103224754333496094e+00 3.573417365550994873e-01 3.846367597579956055e-01
8.129434148034268004e-01 4.231865724421440267e-01 5.006787776947021484e+00 3.217665851116180420e-01 3.428852558135986328e-01
8.349148584467627199e-01 4.346240473730128562e-01 4.900536060333251953e+00 2.885675728321075439e-01 3.014828264713287354e-01
8.568863020900986394e-01 4.460615223038816302e-01 4.783417224884033203e+00 2.576360106468200684e-01 2.605293691158294678e-01
8.788577457334344478e-01 4.574989972347503486e-01 4.654300689697265625e+00 2.288628816604614258e-01 2.201293706893920898e-01
9.008291893767702563e-01 4.689364721656190671e-01 4.511969089508056641e+00 2.021396011114120483e-01 1.803906261920928955e-01
9.228006330201061758e-01 4.803739470964878966e-01 4.355101585388183594e+00 1.773586124181747437e-01 1.414228081703186035e-01
9.447720766634420952e-01 4.918114220273566706e-01 4.182260990142822266e+00 1.544140279293060303e-01 1.033358722925186157e-01
9.667435203067779037e-01 5.032488969582253890e-01 3.991870880126953125e+00 1.332020312547683716e-01 6.623848527669906616e-02
9.887149639501138232e-01 5.146863718890941630e-01 3.782189846038818359e+00 1.136213093996047974e-01 3.023639321327209473e-02
1.010686407593449632e+00 5.261238468199629370e-01 3.551280975341796875e+00 9.557344764471054077e-02 1.511819660663604736e-02
1.032657851236785662e+00 5.375613217508317110e-01 3.296969175338745117e+00 7.896316051483154297e-02 7.559098303318023682e-03
1.054629294880121471e+00 5.489987966817004850e-01 3.016788959503173828e+00 6.369852274656295776e-02 3.779549151659011841e-03
1.076600738523457057e+00 5.604362716125691479e-01 2.707914113998413086e+00 4.969118162989616394e-02 1.889774575829505920e-03
1.098572182166793088e+00 5.718737465434379219e-01 2.367065429687500000e+00 3.685645014047622681e-02 9.448872879147529602e-04
1.120543625810129118e+00 5.833112214743068069e-01 1.990384459495544434e+00 2.511341683566570282e-02 4.724436439573764801e-04
1.142515069453464704e+00 5.947486964051754699e-01 1.573259115219116211e+00 1.438499242067337036e-02 2.362218219786882401e-04
1.164486513096800735e+00 6.061861713360442439e-01 1.110074996948242188e+00 4.597925115376710892e-03 1.181109109893441200e-04
1.186457956740136543e+00 6.176236462669130178e-01 5.938513875007629395e-01 -4.317208658903837204e-03 5.905545549467206001e-05
1.208429400383472574e+00 6.290611211977817918e-01 1.568680256605148315e-02 -1.242603920400142670e-02 2.952772774733603001e-05
1.230400844026808382e+00 6.404985961286505658e-01 7.843401283025741577e-03 -1.979046314954757690e-02 1.476386387366801500e-05
1.252372287670143969e+00 6.519360710595192288e-01 3.921700641512870789e-03 -2.646872214972972870e-02 7.381931936834007502e-06
1.274343731313479999e+00 6.633735459903880027e-01 1.960850320756435394e-03 -3.251549229025840759e-02 3.690965968417003751e-06
1.296315174956816030e+00 6.748110209212568877e-01 9.804251603782176971e-04 -3.798199817538261414e-02 1.845482984208501875e-06
1.318286618600151616e+00 6.862484958521255507e-01 4.902125801891088486e-04 -4.291612282395362854e-02 9.227414921042509377e-07
1.340258062243487647e+00 6.976859707829943247e-01 2.451062900945544243e-04 -4.736253246665000916e-02 4.613707460521254689e-07
1.362229505886823455e+00 7.091234457138630987e-01 1.225531450472772121e-04 -5.136281624436378479e-02 2.306853730260627344e-07
1.384200949530159486e+00 7.205609206447318726e-01 6.127657252363860607e-05 -5.495562031865119934e-02 1.153426865130313672e-07
