#   rho      torflux        n_e        fprim         Ti        Ti_prim      Te       Te_prim      Ti/Te       Te/Ti
 0.10000	 0.01000	 4.60830	-0.24153	 1.71220	-0.40020	 4.01534	-0.93321	 0.42641	 2.34514
 0.20000	 0.04000	 4.50241	-0.21210	 1.61698	-0.72726	 3.50393	-1.76790	 0.46148	 2.16696
 0.30000	 0.09000	 4.41984	-0.16069	 1.48589	-0.94635	 2.83568	-2.43220	 0.52400	 1.90841
 0.40000	 0.16000	 4.35406	-0.14955	 1.34119	-1.10155	 2.16807	-2.90737	 0.61861	 1.61653
 0.50000	 0.25000	 4.27847	-0.21594	 1.18819	-1.36062	 1.59232	-3.25455	 0.74620	 1.34012
 0.60000	 0.36000	 4.15575	-0.38515	 1.00676	-2.06912	 1.12948	-3.64126	 0.89134	 1.12190
 0.70000	 0.49000	 3.94443	-0.68279	 0.75861	-3.89127	 0.76017	-4.36804	 0.99795	 1.00205
 0.80000	 0.64000	 3.60454	-1.15441	 0.45918	-5.89508	 0.45918	-5.89508	 1.00000	 1.00000
 0.90000	 0.81000	 3.10260	-1.90672	 0.22286	-8.86869	 0.22286	-8.86869	 1.00000	 1.00000
 1.00000	 1.00000	 2.41626	-3.23738	 0.07218	-14.14826	 0.07218	-14.14826	 1.00000	 1.00000
