rho, ne 180920013 (10^19 m^-3), Te 180920013 (keV), Ti 180920013(keV), ne 180920017 (10^19 m^-3), Te 180920017 (keV), Ti 180920017 (keV)
0,77575755	3,7007000	0,52659470	0,52659470	5,1114941	0,40962905	0,40962905
0,78787881	3,6537924	0,49244055	0,49244055	5,0715365	0,39055398	0,39055398
0,80000001	3,6045434	0,45917815	0,45917815	5,0287294	0,37160197	0,37160197
0,81212121	3,5528998	0,42682672	0,42682672	4,9829173	0,35274762	0,35274762
0,82424241	3,4988115	0,39541298	0,39541298	4,9339418	0,33397430	0,33397430
0,83636361	3,4422300	0,36497059	0,36497059	4,8816433	0,31527498	0,31527498
0,84848487	3,3831105	0,33553949	0,33553949	4,8258572	0,29665300	0,29665300
0,86060607	3,3214099	0,30716497	0,30716497	4,7664175	0,27812263	0,27812263
0,87272727	3,2570887	0,27989650	0,27989650	4,7031550	0,25970951	0,25970951
0,88484848	3,1901102	0,25378633	0,25378633	4,6358953	0,24145062	0,24145062
0,89696968	3,1204407	0,22888780	0,22888780	4,5644627	0,22339438	0,22339438
0,90909094	3,0480499	0,20525354	0,20525354	4,4886756	0,20559993	0,20559993
0,92121214	2,9729109	0,18293345	0,18293345	4,4083486	0,18813625	0,18813625
0,93333334	2,8950002	0,16197264	0,16197264	4,3232923	0,17108066	0,17108066
0,94545454	2,8142979	0,14240925	0,14240925	4,2333107	0,15451702	0,15451702
0,95757574	2,7307882	0,12427243	0,12427243	4,1382031	0,13853335	0,13853335
0,96969700	2,6444592	0,10758045	0,10758045	4,0377622	0,12321899	0,12321899
0,98181820	2,5553029	0,092339054	0,092339054	3,9317741	0,10866151	0,10866151
0,99393940	2,4633160	0,078540139	0,078540139	3,8200171	0,094943330	0,094943330
1,0060606	2,3684998	0,066160969	0,066160969	3,7022607	0,082138307	0,082138307
1,0181818	2,2708597	0,055163808	0,055163808	3,5782650	0,070308372	0,070308372
1,0303030	2,1704073	0,045496255	0,045496255	3,4477799	0,059500575	0,059500575
1,0424242	2,0671582	0,037092045	0,037092045	3,3105433	0,049744565	0,049744565
1,0545454	1,9611346	0,029872544	0,029872544	3,1662793	0,041050881	0,041050881
1,0666667	1,8523642	0,023748703	0,023748703	3,0146976	0,033410095	0,033410095
1,0787879	1,7408810	0,018623484	0,018623484	2,8554900	0,026792977	0,026792977
1,0909091	1,6267260	0,014394585	0,014394585	2,6883297	0,021151690	0,021151690
1,1030303	1,5099473	0,010957335	0,010957335	2,5128672	0,016421987	0,016421987
1,1151515	1,3906012	0,0082075736	0,0082075736	2,3287272	0,012526241	0,012526241
1,1272727	1,2687520	0,0060443692	0,0060443692	2,1355054	0,0093771350	0,0093771350
1,1393939	1,1444738	0,0043724142	0,0043724142	1,9327629	0,0068816924	0,0068816924
1,1515151	1,0178511	0,0031039785	0,0031039785	1,7200211	0,0049453666	0,0049453666
1,1636363	0,88897961	0,0021603340	0,0021603340	1,4967543	0,0034758647	0,0034758647
1,1757575	0,75796807	0,0014726178	0,0014726178	1,2623812	0,0023864456	0,0023864456
1,1878788	0,62493968	0,00098213775	0,00098213775	1,0162539	0,0015984809	0,0015984809
1,2000000	0,49003434	0,00064017397	0,00064017397	0,75764459	0,0010431641	0,0010431641
